Keys,"Солов'їна [ua-UA]"
301_T,"Зніміть <nobr>ОТРУЄННЯ <sprite name=Poison></nobr> з ворога для завдання <nobr>3 шкоди</nobr>."
304_T,"Усі союзники на сусідніх із ціллю клітинах отримують стан <nobr>""ОТРУЄННЯ <sprite name=Poison>""</nobr>."
305_T,"Убийте одного звичайного ворога в стані <nobr>""ОТРУЄННЯ <sprite name=Poison>""</nobr> <nobr>в межах дальності <sprite name=Range> 3. </nobr>"
309_T,"Усі вороги в стані <nobr>""ОТРУЄННЯ <sprite name=Poison>""</nobr> отримують по 1 шкоді."
310_B,"Усі союзники в стані <nobr>""ОТРУЄННЯ <sprite name=Poison>""</nobr>можуть <nobr>повернути на руку <sprite name=Recover></nobr> не більш ніж 2 карти зі своїх стопок ""Скидання""."
310_T,"Один раз за кожну вашу здатність руху ви можете отримати 1 шкоду, щоб завдати 3 шкоди будь-якому ворогові в стані <nobr>""ОТРУЄННЯ <sprite name=Poison>""</nobr>."
314_T,"Якщо під час своєї атаки ворог не завдає шкоди через витягнуту карту <nobr>""ПРОКЛЯТТЯ <sprite name=Curse>""</nobr>, цей ворог отримує 3 шкоди."
316_B,"Подвійте показник вашої наступної здатності атаки в цьому раунді."
316_T,"Під час ваших наступних 6 здібностей атаки застосовуйте ефект <nobr>""ПРОКЛЯТТЯ <sprite name=Curse>""</nobr> до одного союзника <nobr>в межах дальності <sprite name=Range> 2</nobr>, щоб додати 2 ефекту <nobr>""ДОДАТИ ЦІЛЬ <sprite name=Target>""</nobr>."
317_B,"Усі вороги в стані <nobr>""ОТРУЄННЯ <sprite name=Poison>""</nobr> отримують по 2 шкоди."
318_B_1,"Усі союзники в стані <nobr>""ОТРУЄННЯ <sprite name=Poison>""</nobr> отримують по 2 шкоди."
318_B_2,"За кожних 2 союзників, які отримали шкоду, додавайте <nobr>+1 <sprite name=Attack></nobr> до всіх ваших атак у цьому раунді й отримуйте <sprite name=XP1>."
320_B,"Якщо у вас менше половини від вашої максимальної кількості ОЗ (з округленням догори), отримайте <sprite name=XP1> і виконайте дію"
321_T,"Ви можете отримати 2 шкоди, щоб додати <nobr>+2 <sprite name=Attack></nobr> до атаки й отримати <sprite name=XP1>."
322_B,"У наступних 3 випадках отримання вами шкоди, унаслідок яких у вас має залишитися менше 1 ОЗ, натомість не отримуйте шкоди."
322_T,"Додайте <nobr>+2 <sprite name=Attack>до атаки</nobr> і отримайте <sprite name=XP1>, якщо у вас менш ніж половина від вашої максимальної кількості ОЗ (з округленням вгору)."
324_B_1,"Додавайте <nobr>+1 <sprite name=Attack></nobr> до всіх ваших атак."
324_B_2,"На початку кожного вашого ходу отримуйте 1 шкоду."
324_T,"Отримайте шкоду, що дорівнює половині вашої поточної кількості ОЗ (з округленням вгору)."
325_B,"У наступних 4 випадках, коли ви лікуєтеся або вас лікують, додавайте <nobr>+2 <sprite name=Heal></nobr> до ЛІКУВАННЯ."
326_T,"Ви можете отримати 2 шкоди, щоб додати ефект <nobr>ОГЛУШЕННЯ <sprite name=Stun></nobr> і отримати <sprite name=XP1>."
329_B,"Під час ЛІКУВАННЯ ваша поточна кількість ОЗ може підвищуватися до максимуму в 26 ОЗ, але під час застосування всіх ваших здібностей ваша максимальна кількість ОЗ, як і раніше, рахується за вашим рівнем."
