Keys,"English [en-GB]"
PERSONALQUEST_Merchant_Class_COMPLETED,"It took you a while, but at last you have amassed enough equipment to set up a modest shop of your own. You have no further need to slink around dungeons fighting for your life, that can be left to those you adventured with. Carrying your merchandise, you make for Gloomhaven’s gates. Part of you will miss your fellow mercenaries, but before long your head is swimming with daydreams of becoming a real merchant — you’re sure that they will find someone new to manage their inventory."
PERSONALQUEST_Merchant_Class_Desc,"<b>Own 2 <sprite name=""InvHead"" color=#0C0C0C> items, 2 <sprite name=""InvBody"" color=#0C0C0C> items, 2 <sprite name=""InvLegs"" color=#0C0C0C> items, 3 <sprite name=""InvOneHand"" color=#0C0C0C> or <sprite name=""InvTwoHands"" color=#0C0C0C> items  and 4 <sprite name=""InvSmallItem"" color=#0C0C0C> items.</b> 

Money is power and merchants rule the world. You figure that if you can gather enough equipment together, you may be able to set up your own shop somewhere and work toward becoming a real merchant. Let the suckers keep fighting in dungeons over scraps."
PERSONALQUEST_Merchant_Class_Objective_Desc,"Own all required item types"
PERSONALQUEST_Merchant_Class_Objective_PROGRESS_TOOLTIP,"Items owned:"
PERSONALQUEST_Merchant_Class_Objective_PROGRESS_TOOLTIP_EMPTY,"No items owned yet."
PERSONALQUEST_Piety_in_All_Things,"Piety in All Things"
PERSONALQUEST_Piety_in_All_Things_COMPLETED,"You had to stay longer than you would have liked, but eventually you managed to redirect enough of this wretched city’s gold into the local sanctuary and allow it to make a difference here. Thanks to you, Gloomhaven is on its way to becoming an actual haven of hope, while thanks be to the Oak, you can finally leave this vile place and volunteer at another fallen city — one which doesn’t smell so much of reanimated corpses. The Temple of The Great Oak can send some other poor soul here to look after Gloomhaven."
PERSONALQUEST_Piety_in_All_Things_Desc,"<b>Donate 120 gold to the Sanctuary of the Great Oak.</b> 

This wretched city of Gloomhaven is a writhing pit of vice and greed. You feel your lungs blacken with evil just by breathing the air. But still, you agreed to help out the fledgling Great Oak sanctuary, so you must be strong. You will venture into the dens of sin surrounding this city and contribute as much as you can to raise up the city’s sole beacon of hope."
PERSONALQUEST_Piety_in_All_Things_Objective_Desc,"Donate 120 gold to the Sanctuary of the Great Oak"
PERSONALQUEST_Piety_in_All_Things_Objective_PROGRESS_TOOLTIP,"Gold donated to the Sanctuary of the Great Oak:"
PERSONALQUEST_Piety_in_All_Things_Objective_PROGRESS_TOOLTIP_EMPTY,"No gold donated yet."
PERSONALQUEST_Pounds_of_Flesh,"Pounds of Flesh"
PERSONALQUEST_Pounds_of_Flesh_COMPLETED,"You made them pay. They took your home, your parents, your village, your life. Your silence may have saved you, but it was your actions which set you free, leaving you to realise that you cannot resolve another to the same fate. After saying goodbye to your fellow mercenaries, you head to Gloomhaven’s wilds: another warrior will have to fight alongside your friends — you have to stop the Vermlings for good."
PERSONALQUEST_Pounds_of_Flesh_Desc,"<b>Kill 15 Vermling Scouts or Shamans.</b> 

A baby silent among the charred remains of a once vibrant village. Your silence is the one thing that kept you alive. The townspeople were warned the area was unsafe, but they built anyway. Then the Vermlings came and killed everyone. Everyone but the baby. But now that baby is grown and wants revenge."
PERSONALQUEST_Pounds_of_Flesh_Objective_Desc,"Kill 15 Vermling Scouts or Shamans"
PERSONALQUEST_Pounds_of_Flesh_Objective_PROGRESS_TOOLTIP,"Vermlings killed:"
PERSONALQUEST_Pounds_of_Flesh_Objective_PROGRESS_TOOLTIP_EMPTY,"No Vermlings killed yet."
PERSONALQUEST_Seeker_of_Xorn,"Seeker of Xorn"
PERSONALQUEST_Seeker_of_Xorn_COMPLETED,"The insect cloud takes on a humanoid form — that of a Harrower — and forms words with grating, dissonant buzzes: “I live, and the plague is unleashed afresh. Do not mourn your friend, for they have served the greatest purpose imaginable. We shall travel with you now, and spread our gift. The plague embraces all.”"
PERSONALQUEST_Seeker_of_Xorn_Desc,"<b>Complete 3 ""Crypt"" scenarios.  Then unlock the scenario ""Noxious Cellar"" and follow it to a conclusion.</b> 

Even as a child, you could feel the call of Xorn. Once worshiped as a god, his flock has long since been destroyed and disbanded. But you can hear him calling. You will travel to Gloomhaven as he commands. You will find his remains and set him free. The plague will once again be embraced."
PERSONALQUEST_Seeker_of_Xorn_Objective_Desc,"Complete 3""Crypt"" scenarios.  Then unlock the scenario ""Noxious Cellar"" and follow it to a conclusion"
PERSONALQUEST_Seeker_of_Xorn_Objective_PROGRESS_TOOLTIP,"""Crypt"" scenarios completed:"
PERSONALQUEST_Seeker_of_Xorn_Objective_PROGRESS_TOOLTIP_EMPTY,"No ""Crypt"" scenarios completed yet."
PERSONALQUEST_Seeker_of_Xorn_Objective_Step0_Desc,"Complete 3 ""Crypt"" scenarios"
PERSONALQUEST_Seeker_of_Xorn_Objective_Step1_Desc,"Follow the scenario ""Noxious Cellar"" to a conclusion"
PERSONALQUEST_Seeker_of_Xorn_Objective_Step2_Desc,"Follow the scenario ""Crypt Basement"" to a conclusion"
PERSONALQUEST_Seeker_of_Xorn_Objective_Step3_Desc,"Follow the scenario ""Palace of Ice"" to a conclusion"
PERSONALQUEST_Seeker_of_Xorn_PROGRESS_COMPLETED_STEP_0,"The stink of Undead is just starting to leave your clothes when you feel the call of Xorn stronger than you have in years: there’s something inside the last three crypts you’ve visited — something you’ve missed. He commands that you search them all until you find it, so you head back into each one, eventually coming across what Xorn had directed you to discover... "
PERSONALQUEST_Take_Back_the_Trees,"Take Back the Trees"
PERSONALQUEST_Take_Back_the_Trees_COMPLETED,"You’ll never get your village back, but knowing that those who took it from you have paid for their crimes is enough for you. And with the help of the Orchids you liberated from the bandits, you can rebuild like your village would have wanted. Having no more desire for battle, you bid your dear companions farewell, and leave Gloomhaven to live your life amongst the trees. You’re sure the forest will send help to reward your friends’ good deeds."
PERSONALQUEST_Take_Back_the_Trees_Desc,"<b>Complete 3 different scenarios in the Dagger Forest. Then unlock the scenario ""Foggy Thicket"" and follow it to a conclusion.</b> 

They came into your village, said they owned the forest, and demanded payment. When you fought back, the bandits only returned in larger numbers. Now your family and friends are either enslaved or dead. You need to find some help, discover their hideout, and set things right."
